aweme_id,comment_count,digg_count,download_count,share_count,duration,comments
7257225609523334427,43,3296,6,37,24434,"['', 'Ive met u befor at the park in the uk', 'True ', 'what happened to clapdaddie', 'I want a twin brother ', 'Where are you from', 'Ive seen Americans lift more than that without making a sound lmao', 'love the hair colour ', 'Go Goat ', '', 'Belgi oost Europa?? Sinds waneer', 'Romnia ', 'Le maroc : vu', 'Ile wycisne?', '', 'polska', 'Hungarian Bla Kathi', 'Vengan a argentina. Levanto 110 en sentadilla', '', 'me encant cmo les qued el color verde ']"
7256858916389211419,43,11674,13,24,42234,"['I whant to see the results ', 'I want a TWIN BROTHER ', 'First', 'First', 'First one ', ' ', '', '', '', '', 'Idk if they are bots in the chat or real people', 'hello', 'I didnt know the grinch had siblings', ""I used to be so beautiful now look at me my actions aren't critical it's clear to see"", 'Result right now or the dogs gets it ', 'excited to see the results ', 'I hate the peroxide ', 'damn 3 people cant be first', 'Gremiliny atakuj  sory musiaem, pozdro chlopaki', 'part 2, please', 'um dia j caguei verde igual essa tinta ']"
7254634621860646171,61,19290,52,58,14100,"['Im early ', 'El perrito jajaja', 'im gonna waste every candle in the shop tryin to do this', 'Who see the dog ', 'Please, we want new and more content', 'the girl behind must be your sister', 'abi harry poter in yanna gidiyor ', '', 'The dog is also happy for him', 'OMG poor dog ', 'The dog ', 'The dog  ', 'loved', 'made me smile', 'Le ballet ctait trop pour moi', 'Hahahaha Harry Potter? ', 'Nice ', 'Yo', 'ezz ', 'perfect', 'the dog had a heart attack', 'Sin dog; She pooped ', 'look at the dof', 'el perrito corre perra corrre', 'Best !', '   ', ' ', 'The doggg', '@', '', 'El perro jajaj', '', 'is not his sister!', '', 'bro i,am from Bangladesh, please reply', 'Same', '', '@Carterpcs', 'robo mii atencin el  jajajaja ']"
7253510445124832539,41,8682,27,18,88200,"['no greatest of all time mesi pro', 'yassssss ', 'Back to the future ', 'Saludos ', 'CR7', 'Merci', ""Hello I'm Vietnam's"", '@Alexis alex ', '', ' ', '', '', '', '', '', '', 'last time i seen you two was 2020', 'Jesus is lord', 'j quero mais videos', 'Estos mens me recuerdan a los hermanos de breakin bad', 'sizi ok seviyorum bana hediye gnderin hello neffathybrothers']"
7252798649367809306,82,16833,47,131,16267,"['', ' ', 'Wow Ha ha ha', '   ', 'salamanca bros', 'cheguei cedo', 'ryklem smiechem', '  40 ', ""like me in m'y vidio"", 'primul', 'plz help me', 'KHABY LAME COUSINS', 'Yall look like you bouta avenge tuco', '', '', '', '', '', '', '', '', '', '@VitallkaTop', '', '', '', '', '', '', '', '', '', '', '', '@wiktor', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
7252426623490723099,84,22835,123,143,10667,"['vi ', ' ', 'njir alek', 'Pikny li ', 'Ha ha ha ha ', '  ', '@ jak go plasn', '  ', '  ', 'Siema', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
7251644060350319898,180,38195,297,248,14234,"[""dont remind me I have to take a 16 hr road trip. I can't handle it."", 'respect', 'is this one person ??', 'U did it bro', 'I have held my hand ', 'ayyyy ', 'pensei q era o @Mc Pedrinho', ' ', 'Neffatki siema, widzimy si na kolejnym Street fighters ', 'sou f ', 'Morri', 'amoooo voc. ', 'nie no jestecie niesamowici ', ' ', 'prosz o cao', 'Thank you ', 'Despacito by luis Fonsi', 'Np', 'That was my first guess but wasnt sure lol ty ', '', 'kkkkkkkkkkk ficou bom dms', 'Najlepsi ', '', '@Fan de The Voice ta chanson ', 'They are twins', 'Nie znosiam tej piosenki ale w waszym wykonaniu podoba mi si ', 'Ucaowa trzeba ', 'Ale z was super aktorzy', 'przed viralem', '', '', 'OG FAN ', '  ', 'Hey', '  ', 'Despacito', 'despacito', 'cool hoodie, where I can bought it', '', '', '', '', '', '', '', '', '', '', '']"
7251281347942157594,83,14782,98,109,19667,"['indian ufc ', 'Luvu ', 'What old west town are you in?', 'Ok ', 'first', 'Hi', '    ', '@Laulau @ 59 la musique ', 'owo', 'eu amo vocs ', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'jajajajajaj']"
7248298942289530139,4481,428844,9401,6290,25267,"['real', 'yesssss my brother take picture same you', 'Bestie oi bestie !!!! ', 'yes', 'Music name plzzz guys', 'very relatable ', 'he representing my sister. ', 'shay yo', 'u guys are too cute', 'it is so unfair@', 'real.. ', 'the face he was really distraught', ' love u both ', 'I can relate ', 'this is my story ', 'Me and everyone. I take them best photos', 'Bye', 'you bow Abi you no bow?', 'unaware picture come better sometimes than when you take your time to pose', 'Just use his as urs', 'Dont worry you can post the other one as you', 'can i have one brother', 'fr ', 'Deep down you will kno its not you', 'Lmao ', 'c pas pour me vanter je suis belle mais j arrive pas  avoir de belles photos a m tonne', 'it\\\'s giving ""nobody\\\'s gonna know.. they\\\'re gonna know, how would they know?""', ""deep down you're not happy about that"", 'Even thought He was about to do that', 'Yessir ', 'real', 'Voce amo ', 'El orden del factor no altera el resultado ', 'me evrytime i take a pic i whant to post on story or as a post', ""yes that's why I hate taking pics "", '', 'Rel ', '     ', 'igual podes decir que sos vos el primero', ""y'a ceux qui sont vraiment photogniques et y'a nous aures"", '  sempre assim', ""toi c'est lui et lui c'est toi,poste sa photo "", 'Todo el mundo saliendo en la foto son super fotognicas. yo parezco una guayaba aplastada', 'el salir bien en las fotos no es para todo el mundo ', 'Se eu tivesse um irmo gmeo, eu tirava fotos dele do jeito que queria, e postava como sendo EU.. dava no mesmo..', 'Cest simple faut poster pour lui dj la ressemblance dit bokou de choses ', ' bener...gak sengaja malah hasilnya bagus', 'tak jest zawsze ', 'En vrai, les photos prises par surprise sont les meilleures. ', 'Je vis a chaque fois quand je demande  quelquun de me prendre en photo']"
7247912231206128923,73,14926,67,78,14467,"['Go ', 'hejo', ""it's true and Haiti"", 'No way guess he does ! And you have been followed ', 'Where', 'Hey!', '', 'Hejooo', 'First', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'Yall play too much ', '', '', 'two', '', '@fungamer', '', '', '', '', '', '', '', '', '', '', '', '', '6', 'Very easy and convenient and quick to find a couples dating here.', 'lol', 'hahaha funny ', 'ajajaja', '', 'you twins']"
7247542712814095642,932,69760,2054,14264,7834,"['Couple months and thats me Ive had enough', 'In five days a go 30 help help me', '20 days left ', 'im really old ', 'No its actually they say life starts at 40', '1997 the year Gods were born', 'sad ', 'me with my 1992', 'oof ', '1994 next Year ', '7 days left to go ', '31 next month and never felt better !!', 'in 6 day exactly 30', '97s ', ""1993 January baby here, it got me right away, didn't even wait "", 'Almost my turn .. I know Im going to cry my eyeballs out', '94  last year of my 20s', '96- I come to you at thirty ', ""yep... '97 "", 'welcome to the club! 1992 ', ""I just turned 30.. almost cried  but now, few weeks later, I'm ok with it. It's actually very nice "", '9 of july gonna be 30, feels crazy', 'im 30, its not so bad', 'my birthday today 28 ', ""97  it's already around the corner "", ""it's not that bad . put aside the constant pain of existance it's pretty dope "", ""1991 here, it's allright :D"", 'Confirm', '1998 left the chat', 'Noooo', 'Ej sorry 97 ma nadal 25 lat', '97r najlepszy ', 'Jestem 97, ale zatrzymaam si na 21 ', '    ', ' ', '30     20 ,     ', 'ich 1997er Baujahr...meine Knie schmerzt schon', '90 pamietam jak dinozaury wyprowadzaam na spacer', '96 ', 'No wanie nie wiem co oni od nas chc', '30 ist das neue 20', '92 - po drugiej stronie te jest ycie ', ' 4  30\\n   15 ', '   1997', '97 gdzie tam do 30 ', ""C'est l'anne prochaine pour nous les 94 "", '30 ist gar nicht so wild  hab irgendwie nur Angst vor 60 die einen sind da noch top fit und andere schon fast Tod ', '90     ', '30   40.    ,   ']"
7247162236731428122,69,14786,84,108,18400,"['Lol ', '', '', '', '', '', '', '', '', '', '', '', '', '', 'Hajajajahhahaha krle ', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'haha i love this sport so mutch but never hold each other thats asking for problems ', '', 'lol', 'Bro the is so Fanny', 'jajajajajajajajajajaja', 'Lol', 'eu escutei bem...ele falou portugus ', 'a voz ficou igual de um bbado que eu conheo kkkkkkk']"
7246792593516891419,100,49497,346,198,36034,"['Good video', 'Where', 'really ', 'lol', 'Ugliest*', '', 'KKK ', 'moj tez si nazywa niko', 'liczny jest ', 'omg ', '', 'Why ', '667 ', '', 'Sorry for the loss brothers rip to nico ', 'fyyy', 'nice ', 'poor Nico', '1016 ', 'Same ', 'Idk', '  ', 'Lol ', '', '', '', '', 'before vs before hhhhhhhhhhhh', 'Risky name for a dog', 'Omg bruh you still not get him bro', 'What country/countries are u guys from', '60', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '', '']"
7246423021433490715,154,12399,65,159,17667,"[' Hi from Per  Im a new fllower ', 'he never saw it coming', 'lol ', '', '', '', '', '', '', '', 'Hiii', 'jajajaja   I will do it to my brothers!!', '', 'eat out hahaha crazy', 'Bro  ?', '', '', '', 'And its probably Hanels house too ', '', '', 'Awww ', '', '', 'Cool ', '', '', '', '', '', '', 'Hi', '', ' That was very funny.', '', '', '', '@brownmunday tayyaba which brother is it that we took selfie in Blackburn today they r both the same ', 'Can I have (Hi)', ' come to me en eat with me ', ' Enjoy ', '', '', 'no to jest.. eat out ', 'Can I have a shout out pls and can you follow me pls', 'hi', 'I can eat pierogi with u outside ']"
7245342819391442202,42,29068,67,46,19534,"['.. ', '', '', '', '', '', '', '', '', '', '', '', '', '', '', 'why is the comments a bunch of nps', 'I forgot u 2 existed', 'push up', 'q suerte q no era una k47 un peligro el bro ', 'El primero ya se haba pegado en todo el cuerpo ', '@LB dinnemok ']"
7244590758571937050,585,32117,116,779,28734,"['you left geogrgia', 'and Mexico?', ' Slovakia my From water no', 'Switzerland best of the world', ""bro I'm mexican and I drink tap water, it's bussin"", 'Bro i am  And my American friend loking at with a bottle of water and me loking at him with glass of tap water!!!Like cold tap water is the best!', 'as a romanian a i can confirm this', 'we drink water from the tap in England', 'Its depends in what country you live in I live in Kuwait  now so Tap water it tastes so bad', 'Fr ', 'Norway should be on that list ', 'where i live the pipes are literally full of grime so we drive 20km to get to a spring and fill up 25 5l bottles of spring water', 'please please inc\\ninclude estonia ', 'Eastern europe For life #WeAreDiffrent ', 'From Croatia our tap water is clean too', 'Finland Have one of The cleanest tap waters', 'yeeees watter !!!', 'Best drink ever ', 'Armenia too', 'hey where is finland', 'When Poland is Eastern Europe then Estonia is to!', 'in Germany we can do this too', 'Exactly how it is ', 'real', 'But it is really so in the kitchen we have a 10-liter boutique with mineral water and I drink from the tap ', ' tap water!', 'Noo I like the taste of tap water here in Norway', 'Finland has one of the cleanest waters', 'i drink only cold coca cola ', 'Romnia , my fov drink s : uica, palinca And beer', 'Because we have so many nature water ', 'where are balkans', 'nah bro tap water the best so cold and a lil bit of taste mmmm MMMM', 'where is ', 'I love the taste of iron in my watter', 'true im eastern eurupian', 'someone finally remembered us  ', 'realy cold tap water', 'my favourite drink is tap water and milk ', ""People don't drink tap water?!"", ""you don't live in ieland or Scotland then best tap water there is"", 'Germany too', 'nice glass 100ml gramiona', 'True\\nBut water from the tap is best', 'imagine buying normal water', ""not really, in Poland I didn't drink it straight out of tap. In the Netherlands tho  everyone is doing it xD"", 'We do the 5 gallon water. So much better.', 'Our tap water right now is messed up. Smells and tastes funny but were told its safe for consumption', 'Rakia ', 'in serbia we drink it on 1. way we call it esmovaa']"
7244201979495320858,1681,517735,11325,39066,22434,"['the queen an all impres', 'The tension', 'mi ta: mi momento a llegado', 'Mi pastel cuando yo me case', 'most expensive cake', 'hola', 'Did anyone know that the lady was not recording I think she want to rec that', 'who built- sorry who baked that cake?', 'Did anyone else realize that the women wasnt filming', 'Ik that lady was mad ash she wasnt actually recording nothing', 'I forgot about yall ', 'Extraordinary ', '@Aurora our wedding cake?', '@Layla perfect wedding cake', 'B.Y.O.S Bring your own shovel', 'ni la pastelera Carlos se atrevi a tanto jajaja', ""what the . You don't even wanna break it apart ro eat it its so nice."", 'that girl in front of camera man forgot to click recording button ', 'How is it not falling?', ""Is it just me who saw they girl who thought she was recording but she wasn't"", 'Is anyone going to talk about the lady thinking she is recording', 'I havent seen yall sense 2019 omg!', 'hell naw', 'People: where the cake at me: yall wanted some mb', 'So no one is going to talk about how the lady wasnt recording ', 'The cake cost more than the wedding ', 'the lady with the phone wasnt recording ', 'Bro the women wasnt even recording ', 'Who else hates vanilla cake  ', 'it falls and your done', 'one little trip is all it takes', 'Imagine..', 'feed the whole country', 'The women in the red dress with flower and phone was not even recording', 'What if it fell over', 'If it fell', 'Havent see yall since 2019 or something', 'LAST LAST MY FAVORITE SONG', 'Every one piece fan right now thinking of big mom', 'Im sure that cake cost more than the wedding ', 'So we not gone talk about he not recording', 'Si anuel viera echo la boda con yailin', 'Left over ma for a year', 'Thats mad extra', 'I feel bad for the person that had to make this ', 'Not the tia recording they always do', ""I don't think that person was recording"", '@love_lamyria. u want sum', 'last last @Burna Boy', 'She was not even recording']"
7243827166989929755,75,18985,95,62,36334,"['Nairobi', 'It wasnt a transition', 'Auf jeden fall', '@niklasvermhlen das wren wir', '     ', '', '   ', 'Second', '!!!!    !!!!', 'wietny motyw :)', 'yeah thats how its said in germany', '', 'Bende istiyorum', 'za kim bylicie?', 'no need guys', 'czy idole dadz obserwacje ?', 'Spnione ale smacznego!', 'Hola ', 'Dzieki', '', 'He does ', 'Thanks!', '', 'Nie no klasa ale za piosenk 10/10', 'hahahah', ' Thanks', 'Did somebody say LIEFERANDO?!', 'Za Realem', 'Hahaha correct ', '', 'Thanks!', 'Thank you ', 'Thanks brother ', 'Hola', 'Dzieki ', '', 'You should be the new add for just eat ', 'Haha  dobre', 'you the best', 'First', '', '', '', '', '', '', '', 'I liked the idea ', 'Mmmmm ide spa']"
7243508447805803802,38,7975,9,16,34767,"['', 'Legend ', 'neymar', '', '', '@I LOVE YOU SO MUCH', '', '', '', 'messi the goat ', 'Messi is the goat', '   ', 'pozdrowicie pls', 'Messi isnt even top 20 its just the pessi dickriding fan who suck him for a robbed wc he didnt even carried argentina', 'Haland', 'haaland', 'Haaland', 'Haaland']"
7242711348604357914,178,46848,275,2064,15267,"['@ zu 100 %', 'Kiedy live', '', '@majd valami lesz # tiszta mi', '', 'I met them at street fighters', 'Moemy zagra w Call of Duty razem ', 'rell', 'Frfr', 'czysta prawda', 'Hahaha @Josue Jimenez', 'won*', 'tatuaem', 'Oh nein', '@Jacopo_Pozzoli_07 uguali', '', 'yhea', 'its hard you are pass on x shoot on x and all you doing on x ', '@ oprecht', 'rell', 'ja jak trac gole to zbliam si cay czas do telewizora', 'haahaahahha', 'to jest mama, ona musi', 'Jak mama was odrnia?', 'Pens que tenan los mismos tatuajes en el mismo lugar pero solo son algunos', 'no bez kitu ', 'opet sam bolji bre', 'nn alla pote dn ftaname penalties panta se noikousa sto telos', 'el fifa est para switch', '', '@Efe.Isiklar man speelt fifa op switch', '', '@ te acuerdas del 7-2 no?', '    ', 'Hab 4 mal hinter einander gegen dich gewonne Hahahahaha', '@oresti egw otan xanw', '', 'me', 'HAHAHAHAHAHA DOSLN', '  ', '', '', '@Ninja football   90+', '', '', 'prawda', 'rell', 'zawsze jak gram z tat', 'sese', 'nie wiem ktry wygra']"
7241995623828851994,7543,267173,4789,82703,24100,"['he was so pleased to be coming along ', 'the way he skipped around the corner', ""it's hard to find good help these days "", 'Nah  i am CRYYYYINGGG', ""deserves way more like I'm dying"", ""His skip has ballin' "", 'Yooo those gams tho ', 'Whats with the giant concrete Lego blocks?', ' you just made my day', 'Hahaha I laughed so hard. Nice tights lol', 'Thug tights ', 'Im dying ', 'omg', 'He was just happy to be included ', ' Im screaming', 'He was so happy with his outfit ', 'The way I screamed ', 'haha the slow mo', 'Omg I love it to freaking funny. New fallow because this video ', 'the Skip', 'idk i see no problems', 'the way he turned around ', ""I'm dead"", 'Too funny ', 'Hell yeah finally get to show off my gains  he bout it bout ', 'Looking hella cute and happy   love this video', 'Looking good', 'the way he skipped ', 'priceless', 'ohmgee', 'gold', 'he felt so free', 'Happy skips ', ' love it best one ', ""he's living his best life tho !!! look at that smile !!!"", "" hadn't noticed that"", ' love it!!!!', ' Hilarious ', ' that was great! Supper funny ', ' he did not understood the assignment', 'LMAO ', 'Boss the new guy is no good ', ""youths don't pay attention these days "", 'Love this, he looked so happy..', 'he was sooo happy ', 'Its your fault mann why you gave him two stocks.', 'i did nt see that coming...im done', 'Cackling', 'Why am I laughing this hard?', 'The way he walked around the corner ']"
7240889021654715675,482,92717,340,619,60034,"['ooo jehova gracias ...por mandar buenos corazones a ayudar ', 'Dammm this is too much ', 'let me just pass cz i want to see heaven ', 'Appreciate yall', 'gracias', 'thanks so much', 'pls let adopt', 'This is whats up!! BIG RESPECT my guys!', 'God take care of ur people', 'thank you for saving our children, ', 'I love this', 'i hope this can truly help these children and will go to the pocket of corrupt officials', 'respect you', 'good content', 'All respect ', 'u got me pal', 'suddenly I found myself in tears', 'amen!!!', ""nice @neffatibrothers\\nGod known all to youre good heart because of the children's needs I'm crying while typing this message ,"", 'Lord help them and take care thank you lord Amen ', 'Thank you ', 'God bless', 'respect you..', 'Love you', '', 'Thanks for your ', 'u mack so good bro', 'please help for those poor Childers, God bless', '100%', 'brother please help you', 'Thank you so much brothers \\nTo do this for them \\nIt really makes me cry ', 'respect', 'God bless ', 'god bless you  brothers', 'thank you so much for helping the poor peoplegodbless', 'Thank you for your actions to them.', 'God bless', 'God bless all childrens', 'Thanks you ', 'Why does he walk like thats doflamingos son fr', 'bro you made me cry ', 'I want to be there I want to hug both of you. There is only one word that can tell you from the bottom of our hearts, thank you both of you ', 'God always bless you', 'cmo me gustara adoptar ', 'Omg people so poor I feel bad ', 'All am saying one leg kick', 'God bless you guys ', 'Los Angeles California', 'Wow this is amazing', 'respect ']"
7240158332059782427,1940,125260,575,8502,23634,"['they hide the best ones in the back', ' true my familly does this and me too', 'From Germany and I do the same hehe ', 'yesss', 'So true', 'from Australia n first twin is me all ova. ', 'i m from poland ', 'look meh', 'we all do that', 'dont forget Greece and some other Balkan countries', ""United States  you can't take the one in the front, it's already been sprayed. You have to take a full bottle. lol"", ""Tot it's just me here in Nigeria will check them all out"", 'I always do that', 'i do that!', 'So true ', 'you forgot about ', 'im from slovakia', 'yes i am from slovakia', 'Slovakians are not eastern we are central', 'Normal in Scotland too as far as I know', 'Yes in Scottish ', 'I do this but Im from none of these places', 'My family does it', 'I do this us well ', 'My dads the whitest ulster Scot youd ever set eyes on and hes all up in the back of that shelf ', 'First row is always a tester', 'England. I always do this aha', 'True storymade in Hungary', 'I always do it ', 'Definetely ', 'esko~', 'Same in Duty Free', ""I'm  polish and ...duh I can relate 100%"", 'Literally me everywhere there are shelves :))))', 'Definitely not the rest of the world! that is a staple for us', 'im from the uk and i do this ', 'A lot of people do that!', 'yes true', 'ont fait le mme en belgique  ', 'but thats smarter', ""That's exactly my friend. "", 'Im British and do this. Me and my mum go boots and spray the perfume on ourselves then leave ', 'i am lithuania', ""I'm from Lithuania and it's true"", 'this is meeeeeee ', 'total true ', 'yess', 'slovakia', ' we do that', 'Me and my famely do taht Old team and we are from poland']"
7236753494210825499,203,31957,267,1289,27200,"['I stopped going home at all because everyone thinks you literally shovel money in ur pockets, they expect u to bring gifts and pay for everything..', 'Too true', ""This is personal attack. I'm calling cops lmao "", 'Frr', 'love from Bangladesh', 'real', ' much love from bulgaria  ', 'slovakia', 'respect to who understood the song', 'so true', 'Poland ', 'Czech ', 'too realatable', 'AJHHH I CANT WAIT TO GO MY COUTRY', 'No bc why is this true ', 'Nice Im going to  my home country tonight', 'opposite for me ', 'pretty much, they think money grows on trees here', 'Rlly', 'frrr', 'im going to uk in june 21', '100%', 'always happens in czech', 'I always thought they were Latin ', 'The Legendary ""Pelmieni""', 'I feel u alot', 'Lithuania', 'Im screaming at the dentist one, Im going back to Poland in August and have all my check ups and treatments booked ready', 'mum saw you guys at the polish heritage day', 'so true', 'i saw u at the airport like last year and thought u looked familiar omg', 'So true', 'True true ', 'Yup, you go with your friend to the shops to buy booze and he expects you to pay ', ""I'm Lithuania and I leave UK 10years "", ""I'm from Ukraine, hello, you can"", 'last one very true ', 'Hahaha so true ', 'always ', 'Actually a grandma saying the true ', 'yeah ', 'Helloooo from latvia wana try cold soup?', 'Yeees', 'Hi from slovakia', 'So true ', 'Song ?', 'so true ', 'It will be me after come back from Croatia ', 'hahahaha facts']"
7236410639869070619,1971,381049,1991,832,28967,"['4ever ', 'respect ', 'I respect you, we Burmese people are very sad, but the world has turned its back on us Burmese people.', 'lucky angel sign up try ', 'Thanks', 'back is beautiful  and we love him so much ', 'Not for only Vin ,but all black African soccer players', 'Yes justice for him the song is true u know these people', 'justic for vini', 'Proud of you Vini Jr. you are one of the best ', 'The best is Vinny', 'justice for vini', 'I thought there did a tattoo of vini', 'Yessss', 'Viva vini', ' Good Boys', 'vini you are not alon we are with you', 'Good Boy  not rasism', 'Justise for Vini', '@Vini Jr. I love you', 'justice for black', 'Vini jr i love you much', 'really big respect from you guys', 'love you Vini jr ', 'big respect brothers', 'Justice ', 'With vini jr ', '@Vini Jr. we are with you', ""I'm kurdish\\nJust@Vini Jr. "", 'what happened', 'respect ', '#justice for vini', 'we love you', 'justice for vini jnr', '#justice_for_vini_jr', 'JUSTICE FOR VINI ', 'Justice for Vini', 'justice for vini jnr', 'Justice for vini', 'BailaVini', 'we are with vini Jr ', 'Justic for Vini ', 'WE STAND AGAINST RACISM AND SUPPORT VINI.', 'I stand with Vini( Barca Fan )', ""AND I'M WITH VINI"", 'WE ARE TOGETHER AS THE HOLY TRINITY', 'justice for @Vini Jr. ', 'Respect Fs a viniwaww', 'we are always with you @Vini Jr. ', 'Justice for Vini ']"
7236065312846662938,873,39527,248,1573,34634,"['I call that sugar toast I grew up on that', 'im Slovakian and this should be switched', 'hungaryyy', 'dzisiaj jadam ', 'najlepsze chleb z cukrem wspomnienia wracaj ', 'I used to eat a carrot with a bit of sugar..... I still do hahaha ', 'or how we daid in lithuanian gogolmogol make it from eggs yolk and sugar ', 'Childhood ', 'no maso a nie jaka mietana', 'With salt tho))))', 'yup', 'sugar with egg', 'facts', 'and Albania but I put on top of a sugar water', 'best snacks ever bread sugar buter', 'nostalgie jako svin ', 'welcome to Europe ', 'and wather', 'chop krai nie porwnuje tylko czasy 1970/2023', 'you forgot the Cinnamon on the bread!', 'Ja tak niejem', 'My grandpa always ate bread with butter and sugar. Lots of sugar. (Norwegian)', 'Mam taka sama cukierniczke ', 'W Polsce trzeba pola wod, lub mietan  Smak dziecistwa ', ' Aha', 'childhood desert ', 'I like butter n sugar bread', 'najlepsze jedzonko ', ""Can we just admire how one brother put sugar on the other brother's loaf of bread? that's the balkan family love. "", 'I remember those sandwiches ', 'butter? living that good life. try water', 'if we didnt had butter,we added water on the bread and the sugae,Romanian childhood ', 'latvia to', 'good but add cinnamon to the sugar and that right there is next level ', 'do tego szklanka mleka i lepszego sodycza nie byo ', 'Next step, that bread in eggs and butter fry and then sugar', 'uwielbiaam te kanapki dopki si nie zorientowaam ze jestemy po prostu biedni ', 'z masem to raczej na bogato ', ' jestecie super', 'frrr', 'chleb z delikatem', 'Czejj.. to Wy jestecie Polakami?', '@misia  ja jadam z masem i z sol', 'Przypomnielicie mi moja babcie Oleke i jej magiczne kanapki z cukrem ', 'wiem chleb Maso cukierki sodkie smacznego  90 lata ', 'ja mylaem e on przyniesie nalewk 80% XD', 'Lithuania', 'in my opinion, bread with salt is better', 'taaak dziecistwo i jeszcze dobry by chleb z miodem', 'Makaron z masem I cukrem']"
7234955314523573531,1288,257653,2100,10335,14134,"['Goodnight from Lithuania ', 'relatable', 'the mate doesnt know south italy', 'Real ', 'in the netherlands its like that too', 'where Moldova bro', 'Where you buy clothes? Shirts are looking awesome', ' is different', 'so true ', ""it's like this in every country in Europe "", 'lidl lighter', 'this is the same in albania well it was in mine and my friends house', 'true\\nin my family 24/7', 'real', 'Romania heree!! ', 'We are more special ', 'normal day', 'Good morning from ', 'Good morning Iceland ', 'tell your biography', 'yea something like that but not with the slipper more with a cup', 'On my life bro i just go out of the house cos of our big familys and them throwing slippers', 'Yea 100% real ', 'very true its normal for us', 'normal day in an counsul estate in britan', 'Same (Im from Britain', ' here', 'bro my street was having a fight with weapons and fireworks in the middle of the night like bro go to sleep it was a good show tho', 'Yeah man..... Remind me of my mom.... ', 'We love this', 'normal', 'Normal day in Lithuania ', 'Why is this sooo true ', ""I'm surprised because it doesn't happen to me"", 'normal day in Czech Republic ', 'Lucky us fr', 'Prawda ', 'i am lithuanian i consider myself eastern european and baltic and def not northern', 'Ihr haut eure Eltern', 'Czech republic ', 'ki hagytad a hungary-t', '', 'hej ta chalka na cestu je a moc real ', '.  , , , .   ', 'Hungary ', 'musi co si dzia innaczej nie byby to poranek', 'je to tak, nejhorsi je, ze mi to prijde strasne vtipne', '      ', 'Good morning ', 'Its both']"
7233843721421311258,203,64458,272,701,28067,"['My lil sister ', '', '   ', '@Jan Pavel266 pln te vidm ', 'Jajaja suele pasar ', 'se alejo para no pedir ', 'Ez n s a hgom ', ' ', '  ', 'Oia kkk', ' vs  ', '@ HAHAHAHA', 'Eu sou o que faz o lanche top', '@a 1789 dalch ty kdy si dl jdlo a j mm jenom salm', '  ', ' ', 'lgico ', 'assim mesmo, vc sempre capricha no seu caf da manh ', '', '', 'hamburger', '', 'Mein Mann hat immer das besser ', '', 'eu a kkkkkkkkkk', '', '     ', '@    ', 'Yo soy la q prepara el mega sndwich', '', 'Si ', 'mortificador', 'pensei que era o @LEO STRONDA fazendo rsrs', '@miki_793 ', '', 'Hey', '@Veugs_ olha o vdeo a que ns falamos ontem', '', 'Vamoooos', ' I was always chef of house. older siblings ate like peasants lol', 'Ja tak robi', 'Easyy ', 'She cutie?:) @Annette', '', 'OMG I was like that when I was young. ', '', '', '', '']"
7233447284359351579,4304,374806,4246,35771,32134,"['come to texas an you both will find out that we are a hybrid breed. drink like champs', 'Not true im from Denmark  most people start drinking at 13', 'nice they not now portugal  we are other type of breed ', 'what ABOUT georgia', ' :     5     ', ""where's latvia?"", 'Forget Latvia', 'Bros really got beef against everyone except slavs', ""i drank very strong vodka my dad said now drink cola i said nah don't need it"", ""i can drink but i don't drink to much so i dont get drunk "", '@Ins Meneses podes confiar isso n?', 'real', 'Armenia?', '@Alex we do it best', 'Are you polish', 'not true for italy', 'what about balkan', 'people in Ukraine quit smoking and drinking at 16', 'Wheres Latvia?', 'sure bud', 'mate all of Europe drink like this', 'The part of norway that are not big city also', 'u missed england', '@Caty i would be just to drink the alcohol ', 'latvia too', ""yh I'm from Wales butt I drink a hole bottle like easy yk"", 'Whats bro talking ab???', 'where is ', 'where is latvia ??', 'Bavaria and austria', 'Baltic people drink vodka only with beer', 'Lithuania ', 'Nah I drink vodka straight from bottle', 'I know about that but have you ever drink Georgian alcohol', 'Young Danes?', 'Like, u all know the danes drink most in the Hole world right?', 'relll', 'Where latvia we are at first place', 'Have you not seen the British', 'Germany is on another level', 'bro forgot ireland ', 'Bro where is', 'you missed italy', 'Bro wheres Finland', 'I think that portugal is an Eastern European lost sibling, bro we do the same', 'WHERE IS ESTONIA?????', 'Scottish are a different breed mate dont diss us ', 'I m from Portugal  The people here start drink at 13/14/15 ', ""i'm not russian or smth but last time i was at my friends house she had a bottle of vodka standing there i looked at her she looked at me 1"", 'whahahaahahaha love these guys']"
