[['el verdadero: Si caigo yo caen todos.', '  ', 'bersatu kita teguh bercerai satu kita runtuh ', 'Ellas compiten, ellos se divierten', 'sc mnh tnh bn', 'bengekk', '', 'matra ; kiri kanan kiri kanan', '1 orang bisa menghabat kerja sama', 'baca nama gue'],
['Please,recept...', 'Potato', 'wow', 'i know i would never make it', 'Recipe pls', 'Looks good', 'me :singing bout the cheesecake', 'save this ', 'Yammmeeyyy love it', ''],
['absolutely gorgeous', 'hard work', 'super star', 'hii dear', 'perfect ', ' cool b', 'wow', 'wow', 'me loosing my phone at the party', 'Look at me habibi'],
['pot pot pot', 'omg Bro basket', b"Bro's playing football while playing basket-ball ", 'toyota supra', 'Who is off in the Lola costume?', 'that dunk was nice', 'el que mete la pelota tiene los tenis de fre fire si bieron', 'si space jam fuera bueno', ' , ', 'buena bro'],
['cute but its make me lonely', 'Still waiting for the right moment to do this ', 'man got unspoken rizz', 'moved in', 'AND ON THAT DAY, NOTHING BUT RESPECT WAS GIVEN', 'bro got rizz', 'song name pls', 'I will never have a chance to get a gf but I get The Boys', 'Thats rizz', 'i do not have this'],
['@LJ wie geil hahaha', 'Wie heisst er', '@Florine sympathischer typ', '@Lakain 78 disrespect auf anderem level', 'Converse', 'Bro it is not versus teams its versus RACE', 'kewl', 'Best', b"Bro ain't got no ops", 'Eminem what have you done '],
['so beautiful', 'Thank you ', 'Eyes', 'GOOD', 'An', '@Kylie McKenna please', 'Wow nice', 'Candy', 'Nice ', 'Bread '],
['nice', 'Hello', '3000', 'I need this', 'I like it ', 'I did it', 'the song', 'music name?', 'song name;', 'Very cool '],
['do me ', 'meeeeee', 'MEEE ', 'Me please', 'Meeeee', 'me plss', 'MEEE PLEASE', 'meee next pls', 'meeeeeeeeeeeeee ', 'meeeeeeeeeeeee'],
['@maya chicago bears looks like harry styles w ******', '@chelsie  @leighann\nI SWEAR', '@just that guy THOSE pictures of me ', '@lexi! ong', '@syd <3 @cali foreheads', '@elin that one picture of me in 7th grade', '@yuri we know tm of each other..', '@calypso/cappy only reason i keep u around', '@mia every grade **', '@hi 7th grade'],
['     ', '      ', b"omds when I'm crying all I need to watch Is this it's so funny", 'cute', 'cats ', 'so funny ', ' ((((((', '    ', '-  ', 'cats are very funny'],
['she\'s like "is she seriously crying" ', 'la nia de negro: para q juegas si vas a llorar xd', 'Ella estaba ready desde que saludo. Estaba en posicin', 'La nia de negro : ora apenas si la toque ', 'La Nia empez as  y termin as ', 'La nia: A lo que yo vine fue a esto ', 'It was her stance when they shook hands like we already know who was gonna win ', 'El muchacho de atrs JAJAJSJSJJSS', 'I love how the ref is tryna comfort the girl who lost by slightly rubbing her arm with his thum', 'how old is she?'],
['The fact Ive been to all theses places ', 'In France they have a burger queen ', 'Got me dancin', 'I go to Carls Jr ', 'Omg best song Im the world', 'Oh my God thats so good', 'Fireeeee ', '"now your gonna pay" best part', 'Me listen this everyday', b"that's cool"],
['My heart will go on? ', 'cellin dion my heart will go on', 'game  name', 'sound meme', 'obsessed ', 'day 3 of asking marvel', 'mega entspannen total', 'relaxing ', 'super', b"j'ai reconnu direct"],
['After 40 kg should go up in 5s', 'man just casually lifting 70kg', 'imagine it switch when you lift. ooohhh so painful', 'Wow these are terrifying. How many things can go wrong?', 'where can I buy a set', 'Those jumps are quite large. ', '@isti this should be on ur fyp', b"please tell me they're called smartbells", 'Its cool till the latch wears off and the weights start falling off thats why they stopped selling these in the 2000s', 'Its probably less expensive to just buy 2 25s and 2 30s'],
['Yessss', 'fantastic bro', 'i always used a fry pan', 'when your mother go out', b"that's smart", 'old fashion ', ' classic ', 'Used to do this during high school', '@Alexis alex', '@Alexis alex nuro bezede'],
['The Voice ', 'Very good, I really like it!', 'to show u that IAAAAAAAAAm', 'I want voice B video', 'I show that I am- ahhhhhhhhhhhhhhh', 'name music please', 'what is the title of this song?', 'nice voice', 'the voice A', b"I'm not having potential for voice a bcs for me if you ask me she is someone who is easily distracted like her voice crack when the coach turned aroun"],
['i remember her n her dad beat boxing years ago n it went completely viral', 'she definitely got better', 'I think she is very good in both years 2015 and 2023', b"while she's killing it in both you can sense the elevation and advancement of her talent in the 2023 one.", 'I love both', '2023', '2023', '2023', '2023', '2023'],
['Oh, my God', 'wow', 'His even better than Ronaldo', '', 'l like ', 'foodball', 'Bro got skills', 'te lumte', 'if I tried that I would become the goalie', 'I love soccer'],
['@vals.11 basically how it works', 'I was that psycho closer', '@im_delaney__ koryns the pitcher that saves the game', b"I listen to it cus I'm a shortstop", '@unknown246467 our damn team', 'The shortstop in the background ', 'Its me. Im psycho closer.', 'Nice video bro! How did you come up with this?', '@j_clam23 true?', '@athlete_bella1 Ive been in all of those situations'],
['OMG I completely forgot about marshmallow I remember the good times', b"Marshmallow but that's cannibalism", 'I FORGOT ABOUT YOU', 'Mr beast', 'marshmallow ate a marshmallow ', 'that sound he make in the middle of the video ', 'can u make a marshmellow cake ?', 'Almost', 'nice', 'canablisam'],
['Hyunjin!!', 'Aww', 'So cute!', b"I'm dead", 'q guapo ', 'He was', 'que hermoso ', 'Hyunjin how much you getting payed for this IM JOKING I LOVE IT', 'so beautiful', 'cute '],
['so beautiful', 'No one talking about the defender was gonna do a flying kick if he did a header lmao', 'luckiest man alive tio dodge that tackle', 'wwwwaaaasssss', 'practicamente ya es una liga', 'Homie was flabbergasted ', 'Hay varios splits, es decir temporadas, ahora es la segunda', 'entonces no es mejor', 'eu amo jogar fofa 23 agora tou ansioso para jogar o fofa 24 kkkkkkk', 'local'],
['@Alexis alex 102', 'Grabi Trie full kill ', b"everyone thinks it's funny but actually it's a big problem if u bump ur head.. there's a chance that will effect to ur brain.. and can lead u to death", 'I know how it feels', 'cloud', 'time to shine', 'laugh wan kill me ', 'my best sound at the moment. ', 'This sound never fails', '@Alexis alex by'],
['I do c and ', 'hit the clutch way too early', 'Song name', b"always Brake pedal first..it's fine if you're late at clutch and the engine stalled..every steps take milliseconds of judgement", 'If they brake the same why shoes it matter which is correct ', 'should be giving yourself much more time to break than that', 'its definitely break first then clutch do yall have license ', 'Clutch, Brake y accelerated', 'yeah but you could stall it', 'you already know the in front car stopped but you still press A.You can crash the in front car'],
['Song is a classic track well done', 'In Hoc Brothers', 'what song', '@LILA TUFFFFF', 'legend', 'In hoc boys', 'Theyre not enjoying it enough', '@The Grace Gray song do fire', 'In Hoc', 'Was Oj the commencement speaker'],
['now they are fighting about how gets wich bed', 'so you have to move the books and the plant to get the toys', 'WHERES THE TIGER', 'The legend says that whoever has the money to do all of that can afford a bigger space to live', ' muy desproporcionado el cuarto al final , de dnde saco ms pared? :(', 'design:\nbuget:', 'apoco puedo atravesar la paredesXD', 'I CALL TOP BUNK', 'wow!', 'Love this'],
['podrn juzgar mis mtodos pero no mis resultados ', 'empezaron a tirar mielda, de 22 dos avan 20 que deca que yo era hacker', 'Work smarter not harder', 'el orden de los factores le dan ventaja al producto', 'el hizo lo ms difcil, se tap los ojos para correr', 'pueden cuestionar mis mtodos pero no mis resultados', 'never let them know your next move', 'el orden de los factores no altera el producto ', 'Como corree JAJAJAJAJA', 'el nico listo jajssja'],
['Every girl is an angel.', 'the laughs .', 'Like this moment ', 'kate is my cousin', 'wish i could do it all over, never realized how precious these moments can be', 'This made me so emotional. I wish I could experience sisterhood like this.', 'aww to experience this ', 'Just remember never let a relationship conflict & control your friendships & you wont have to give any of this up. ', 'Aw', 'I was like that too on my senior prom night '],
['beautiful', 'if your a cat then u gutta go Throu all the tings before it came to you and the sadness and no wan know wut ur saying', 'same', 'me too bro', 'HI', 'HI', 'cute', 'HI', 'HI', 'HI'],
['beautiful ', 'hi', 'So sweet', 'wow', '@good flower', 'woow beautiful ', 'wow very beautiful', 'Hello', 'so cute', 'ok,support'],
['I didnt see a cup holder for my mcdonalds sprite....', b"nah i don't think i will survive driving this during zombie apocalypse.", 'technology has refused to recognize poverty ', 'This car costs $128263636272 thank u.', 'It looks so delicate', 'The only thing Ill be putting in sports mode is my crocs', 'Ok thats the prettiest car interior Ive ever seen', 'i got 10 pounds take it or leave it', 'the colour is so nice', 'This car called me poor is 3 different modes'],
['the Danganronpa pose at the end gave me flashbacks', 'pebble cosplaying danganronpa was smth i didnt know i needed', 'slay', 're', 'I LOVE THIS', 'wow', 'CUTE ', 'This is my FAVOURITE ONE,Pls can we have a tutorial x', 'PERFECT', 'you so beautiful '],
['ONLY IN OHIO', 'Bro with his riot shield', 'cod shield', 'the design is very human', 'A person who thinks all time', 'life no hard', 'Once I hear this sound I aint going nowhere ', 'Why he put the glass', '(look at my name and fp)', 'Manual work'],
['this is beautiful', 'This is so cute omg', 'amazing bro', 'I love this so much!!!', 'LOOOOOOOOOOOOOOVVE THIS!!', 'Come on!! I love this!!', 'I would have loved this in High School', 'Wow beautiful', '@our school could never', ' I wish'],
['Forced recoil', 'MAD RESPECT', 'The way thats actually smart tho', 'Smart', 'Nah cause thats smart', 'This idea is great.', 'soooo I want to know what happens when you reverse into a car with that ', 'Life Hack. ', '999', 'Help the bots'],
['Fr space shot is the best', 'Going there today', '@Theodore its the only reason why i can stand living here , i met my bf there he doesnt know hes my bf but we are', 'Ong I still go therr', 'best song ever', 'Going tmr!!', 'Real', 'Ayyyy yuhhh', 'im going there on monday for school', 'going this summer'],
['@abrillmwuahh SHOW HER THIS', '@ sending this to ur mom', 'She said gracias yerno favorito Im in boys ', '@ send it to ur mom', '@jj ima send this to your mom', '@Daysiiiii HOW DO I SEND THIS TO MY SUEGRA?!', 'Sent it to her', '@Sammy  Yk what I might just actually se-', '@show ur mom for me plz', '@RYO  should i send this to ur mom'],
['beautiful!', 'beautiful amethyst!', 'So cool in purple glass', 'That is too cool!! I didnt even know this could be done! ', 'How do you get the perfect amount to not have it go over the edge?', 'I never thought of spinning glass. this makes so much sense', 'Does this go in an annealing oven?', 'wow!!Beautiful', 'that was cool', 'That is stunning'],
['Bruv that happened to me the same week I sprained the same foot ', 'ball she dropped it', 'This so cool!!!', 'The happend to me today', 'My daughter plays shes 10 above the knee amputee ', 'Why are the bases so close together? He look way closer than baseball or am I wrong?', 'You are so brave for playing with only one real foot if I were you I would be so scared! You are such an amazing and brave person!', '40 mph ball', 'what youth and team was that bc I think ik the catcher', '@karina OMG'],
['Siempre quise un pp q me quisiera ', 'mi pap conmigo cuando no puedo abrr nada el siempre est para mi', 'No todos tuvimos esa suerte', 'Si duele ;(', 'Quisiera haber tenido un padre asi', b"trust in dad's strength", 'pal estado', b"Not all hero don't wear cape", 'All fathers in this world are heroes', 'I want a dad :('],
['omg so cute and that mm at the start', b"OMG it's so cute", 'early', 'This sound ', 'Hello', 'so sweet ', 'so cut', 'Bro why am I going to the same video', 'the whimper at the start', '@miCHEALLL this dog got it better than u'],
['part 1', 'part 3', 'How would Billy know if he had to go to sleep?', 'Why does grandma have this ridiculous glasses', 'your fake', '', 'Gramma built different', 'Grandma got new glasses', 'Bro tommys like a big snitch', 'Tommy snitches to grandma and billy snitches to mom'],
['Se parese a boys over flowers', 'my favorite', 'please the title', 'drama name please', 'please\nwhat is the title', 'What movie series is it?', 'kdrama name pls', 'BOYS OVER FLOWERS Meteor Garden F4 THAILAND', 'so charming ', 'name of movie pls'],
['Oh noo', 'Best moments', 'On the last one the baby was just tryna do us a favour', 'The first one likes with the kid in second vid', 'you guys got silly babies and adorable', 'nice', 'Adorable ', 'At what point did the first dad think that was a good idea ', 'Theo in the morning ', 'Yessss lad '],
['Smooth! ', 'Hi', 'hiiiii', 'so beautiful', 'Hello how are you ', 'i follow you @marinetta and i like all u vids can you pls say the name off the song?', 'hello', 'lovely ', 'hii', 'nice '],
['romans 12:20 (i have no enemies)', '@hechimothy movie scenes', 'bro is just happy ', 'Love this', 'Real real', 'MEEE', 'I have no enemies', 'ONE DAY, not some day', 'Deku', 'W video'],
['what about wifi?', 'Lemme tag along', 'I wish I lived in a place like that!! Absolutely love it in every way.', 'if I had decent WiFi. that would be the life', 'Thats looks so nice', 'That looks so cozy', 'That looks so cozy ong ', '@A? STOP THIS IS MAKING ME WNAT TO LIGE IN A VAN LOOK AT THE END', 'Can you do a van tour?????', '@Ryleigh Suranna your dream'],
['Hi', 'my brother took my gloves', 'me when i am trying to be serious but my bro makes his own jumpscares', 'hi guys', 'Yeaaaaaaa', 'Boom  ', 'yoooo ', '~ih aku kaget', 'ihhhh kagett tauuu', 'di balik layar '],
['are you sure', 'yes true love my mother I will protect her with my life', 'Amen and amen', 'yes Yes Yes Yes', 'Beautiful', 'Real', 'I wish', 'very true ', 'so true', 'that true'],
['Ai bnh yn hn ai m su hn - Dng Yn Phi', '', 'Kkkk', 'Ti sao khng ngh 2 chiu h ch b i :)))', 'Kh th cng nghj ra dc @duccuoi96 ', 'ng quan im m ni s ngta chi', 'xin tn bi ht ny', 'th coi ng ny hc c nhu bi vi', 'Cun qu', '@bn b sn heo  sao th bn!'],
['', b"I'm so in love with this song ", 'chords?', 'I have this song on repeat x', 'Please release this version', 'porfis sube esta versin completa', 'love this song', 'My cat is called delilah', 'i love this song ', 'Woooow  I feel it, I love it so much '],
['Fire!!!', 'caption', 'Slay', 'W CAPTION', 'crying', 'Mio padre totale', 'wow', 'This is awesome', 'Hi', 'real'],
['The pure eye look to his daughter aww  to adorable enjoy  every second !', '@diazsammyy144 I cant wait to see you be this kind of dad to Sofia ', 'Is that grandpa! Shes truly blessed! Daddys girls are the best', 'a ellos niiiinguna mujer los manda la mini mujer', 'Best feeling ', 'as a father my greatest love y joy comes from my daughter priceless', 'Happy for yall!', 'Song?', 'wait till they grow and seek and take away the attention from you..  I have 2 girls and wife. so I need to manage ', 'awww'],
['@izzy pov: when u stand up to me', b"he's so cute", 'aw', 'Cute and funny ', 'You go little fella ,stand your ground ', '@Super Zaxyn. jarik ng maybe maybe', 'so cutiw', 'deleted scene of Yujiro Hanma vs Baki Hanma', 'Its illegal to be this cuteeeeeeeee', 'wow '],
['That baby was ready to be potty trained', 'Bruh this gotta be one of the best TikToks Ive watched today', 'You scared the baby ', 'are we not gonna talk about the way the lady sucked in her belly', 'Was that Ali from the royalty family', 'the baby with the dog', 'Just standing up eating a candy bar and driving down the road huh? ', 'The 2nd baby face', '@robs the 4th one is funny', 'Poor little Michael'],
['I need me one of these jars', '    ', '  ', 'Danmit I wanted to see those satisfying orbes fall out ', 'why dont break', 'These are beads?', '10/10', 'Oooooooo okay ', 'i dare u to find an old i phone n roll it down the stairs', 'YOU SHOULD DO A PICKLE JAR!!'],
['ama ya se me quito el dolor de panza', 'Si', 'alguien el 15 de mayo y lluvia ', 'neee y yo con gripa ', 'y yo ya comindome una', 'yo estaba comiendo limon y chamoy ahorita', 'holi ', 'Hola', 'mal momento pa andar enferma ', 'listi para la lluvia'],
['beautiful', 'aw', 'nice', 'Same', ' so', 'Help', '@L AWWWW', 'aww', 'How can you Say no to this?', '@ Awww'],
['at church bro ', 'THATS CRAZY', 'blessed by the Holy Spirit with that rizz', 'where were these church boys at my church ', 'Bro in pink was flustered', 'i rewatched this 10 times now.', 'only in korean churches @jennifer @cae', 'AT CHURCH', 'only tim ', 'BROO NO WAY'],
['olee hay ', 'He fooled me!', 'OMG this cat is the best', 'que fuerte vale hasta el gesto de la cara que estilo vale', 'as if lol', 'FULL DANCE BRUH!!!??? WHERE IS IT AT!!!???', 'Bro I watch this everytime I come to TikTok', 'song', 'all I have to say is WOW!! ', 'wooo'],
['Thats right sanggggg  ', 'Yesss vocals ', '"No"  so cuttteee', 'This was too cute', 'No...... okay okay lol ', '@SURREAL awww', 'So adorable ', 'Awww', 'boo on her way.', '@A <3 oh she ate that'],
[b"Erinnert mich voll an 'There she goes' von Taio Cruz", 'jetzt erst gecheckt, dass das der Typ ist, der schon beim ESC war ', 'Just downloaded it on Spotify ', b"Ich feier's", 'incroyable ', 'I LOVE THIS', 'also wenn der Text da nicht stehen wrde, wrde ich nix verstehen ', ' mi hai convinto...', 'whoaaaaaaaaaa', 'I just love this!!!!'],
['I love my goodr glasses they are so dope!', 'I love my Goodrs!', 'I love my Goodrs! Please make some neon yellow OGs!', 'I want to see them on a roller coaster', 'But can they take a horseback endurance race? ', 'Can I have these but as eye glasses. Pls pls s', 'Second and third pair came in yesterday. Love these sunglasses ', b"I love mine. Except, I lost a pair and had to buy news ones. Then I accidentally sat one those. I'm on my 3rd pair  love them.", 'Honestly Love my Goodr glasses. Im a runner and have a small head. Sincerely stay put! ~from an unpaid customer. ', 'Just got back from skating in the Arctic! I Can report, they didnt slip '],
['ball froze', '@Jeremy Acua Cabrera hay q hacerla', 'Smart guys', 'jaja muy bueno', '@Sebas 7x ahy k hacerlo', 'First have not offside', 'Como se llama la msica', 'right', 'Nice ', '@tu wacha fav  oye ignora el video solo respondeme por que me dejaste de hablar solo eso'],
['Looked like Eli but I also thought @grayson_chrisley', 'Eli manning', 'Little Eli', 'Eli Manning has family in Mississippi', 'Thats Chad effing Powers!!!!!!', 'that is chad powers. he tried to walk on as quarterback for some northern team', 'Manning', 'Obama', b"It's Eli Manning...pretty sure .", 'Thats Eli Manning!'],
['Nice story, do one for Nokia and Techno', 'Watching with my friends 12 pro max ', b"it's true. there's no fire without smoke", b"thank Tecno is the adopted fruit because..it's blind and deaf", 'Me going to throw my iPhone away ', 'plz do 1 for itel', 'Please explain the type of phone you are using ', 'am a Samsung user ... pls do a clip for Samsung', 'Even all products in this country dem dey use juju support am ', 'i stands for internet'],
['you look amazing Sawyer', 'hello', 'ok you got a W on this', 'Is that you singing Sawyer?', 'who is this song about?', 'Streaming it on Spotify', 'When did Sawyer get muscles? ', '48th', 'I love your style', 'I listened to all of the songs today and Im so proud of you!'],
[' wow just beautiful', 'aaah so pretty', 'Nice camp', 'Drop dead gorgeous', 'All alone', 'the is so beutiful', '@bbygurl beautiful 0-0', 'holy f, imma camp here, coordinates pls? ', 'nice', 'bro is living in ark '],
['That stuff expanded after the bite', 'When he doesnt warn you', 'This is epic ', 'El nio de 2 semanas, estoy refrigerado por John ', 'POR QUE RESPIR AAAAA', '@TyBott uhoh', 'Can somebody make a vid explaining this I understand but would love to understand more if you know what I mean', 'como se llama esa madre', 'que es ? :', 'alguien que able espaol?'],
['No way Arda Guler signing getting more attention than Jude Bellingham', 'real', 'KING', 'welcome to the century clu', 'arda guler playng for real madrid not F', 'mesmo com idade avanada CR7 nesse time com vrios muleques bom ia fazer uma chuva de gols ', 'next ozil', 'Welcome to the best team in the world', 'mbappe vendo que ele  o proximo kkkkk', 'welcome']]

