,target,tweet_text
791739,0,@SteveBFW I guess that is the only way it will pick up my Outlook email too.  
791740,0,9 hrs power cut already today and the day has not yet ended  #fb
791741,0,I dont know what i've to do. I miss Sam 
791742,0,"It is a beautiful day in Roanoke. However, I'm stuck in the office. "
791743,0,is having a bad day already. 
791744,0,Stop and shop  this should be interesting. Dealing with bitches and old people on 2 hrs sleep
791745,0,"@slhilbert  oh, I don't know, you're in good company, after all, the mothership hasn't fared too well since that upgrade either "
791746,0,@officialmgnfox http://twitpic.com/8d79j - Condolences for your cat .. 
791747,0,Just woke up and i miss alexis  not cool 
791748,0,just woke up. feelin meh  so wake and bake. to make me feel less sucky. *cough JBAZZLE*
791749,0,@yoyoyokatty how insane was fatboy slim? No one wanted ro go with me I was so down 
791750,0,@Zounja ka son! aku disuruh tidur kmrn. i was waiting for ur reply for several minutes but theres no answer  HAHA bikin rendang susah!
791751,0,"@andrewrabon Had I known all this before I would have invited you to go w/Matt &amp; I to the live NY show 2wks ago, "
791752,0,ok going 2 bed now......have 2 watch my friends surf while i sit on the beach by myslef 
791753,0,Ortho appt at 11:30. my grandmother is taking me...  yikes. Martin just woke me up; i wish he didnt.  &lt;Tilt-a-wirl FTW!&gt;
791754,0,"I've been hearing too much ambulance and police sirens along PIE next to my house. Fellow Singaporeans, are you all ok? "
791755,0,what am i going to name my blog? My first and lastname were already taken 
791756,0,Sore throat 
791757,0,"I really wanna go to the pool today, but I have work to do "
791758,0,"I make one comment about girls liking muscles, puppies, and money... and my co-workers never let me forget it. "
791759,0,"hopefully reality will kick in and i will pick up a book.  so many excuses, so many miles away."
791760,0,"4.5 today followed by a sweet new license picture, not under 21 anymore "
791761,0,I had a crazy dream that Texas lost 11-4. SI.com confirmed it  
791762,0,@MaliciousMal I hear now that @dinalohan is an impostor though.. 
791763,0,"@saturrrday i think im gonna, it seems easier but i want a funky page, im not good at that html shit "
791764,0,"Blacktown was alright tonight, josh is a sly dog haha, missing my ally "
791765,0,@THE_REAL_SHAQ u leaving Phoenix! NO! 
791766,0,@1baronjennyson I really want to but with no money and time (I'm leaving for a two week vacation this Sun) it looks like no Otakon for me 
791767,0,ARGH I KEEP MAKING SPELLING MISTAKES! IT'S LIKE FINDING OUT YOUR DOG IS DEAD OVER AND OVER 
791768,0,i cant sleep in anymore 
791769,0,@aliceinnyc WE NEED TO GET ME A PICTURE!!! 
791770,0,"For the life of me, I can't understand y ppl in dis house don't close soda tightly. Flat Pepsi is gross! "
791771,0,is about to go to work  BORING!!
791772,0,@singhthing  why did u said so.nyways no1 can see my msges.. i am thinking to make another account
791773,0,@jarelloveless so I'm still bad at this twittering business. Didn't see your @reply until now. Yes mono 
791774,0,Watching American Idol. I miss that show 
791775,0,"@ZoeAimee There's been really heavy rain here, had it in my bag. Was out in the rain. Rain soaked through bag, got to iPod. "
791776,0,I be fooling around too. @vasudhapande stole my line.  http://www.flickr.com/photos/keeperofthekeys/3660083428/
791777,0,"@laceybenz that's a great one! my fav. is &quot;calling you,&quot; but they didn't sing it last night!  they mainly sang all their new stuff."
791778,0,403 Forbidden every time I click the 'Cached' link on Google search result - http://is.gd/1d4J6 
791779,0,"BOOOOORRRRIIIIIIINNNNNNGGGGGGg , I so hate this... "
791780,0,"So evne though my issue with getting the pre connected to Outlook Live wasn't solved, Palm closed the ticket "
791781,0,Im happy to be at camp! But missing my pink lamp! 
791782,0,Forgot that when she eats breakfest her stomach get upset 
791783,0,i woke up at 7:55 today. not fun 
791784,0,"i am so, so sad is probably i won't ever see him again, at least in the school &lt;/3. it's unfair, he didn't had to go yet "
791785,0,Late for work. Power went out. Hydroplaned on the way due to massive ammounts of rain... 
791786,0,"@the12kingstar of course I'm at work, only 3 more days of 2 jobs tho. It's supposed to be hot and humid today tho.  I hate hot."
791787,0,Got tonight's dinner in the crock pot to cook all day. It'll be too hot to use the oven or stovetop; should break 100 degrees later 
791788,0,long night with no sleep makes Brooke a sad dull girl  meh. Wish I was home with Gizmo.
791789,0,"Dang it. @drdrew is on @adamcarolla's podcast, but I can't download it over 3G.  My kingdom for an open wifi connection near work! *sob*"
791790,0,@gudi1307  i had that exp yesterday...movie and dinner afteer a long long time...and lemme tell you..its nt that great!! 
791791,0,Is being unemployed...why is it so hard to find a job in london? 
791792,0,I know I don't know what happened 
791793,0,fell off her sunlounger in the garden....bad times : fell off her sunlounger in the garden....bad times 
791794,0,Watchin Regis and Kelly before taking Mo to get his first vaccinations 
791795,0,@blackbrrr I want to go to there. 
791796,0,"@FlickL; aw no babe, I don't work for Allianz, I work for KPMG lol, its just my main client  too involved!"
791797,0,freeeeeeee music for sexy people! http://bit.ly/3QIWUC ok I'm off to go make some $ now  then it's time for comic-drawing and THE ESSENCE.
791798,0,@ChichiTjandra ...ure too excited. Ppl are entitled to their own opinion chii jgn dikatain blind  like how I dislike startrek. Nite.
791799,0,"Woke up from listening to The Beatles, and still have the stupid headache. Ugh! "
791800,0,heding home from vegas  had a blast sad to see her go!
791801,0,Is there a cat whisperer in the house?  My cat has me at my wits end 
791802,0,Awwww Markyyy love u so much :s :s :s I'll die to meet you  Markyy follow me plz :$ :$ :p:plol..xx
791803,0,@andykcheng I have a Hoya and am very happy with it. One problem on my 18-200 when at 18-25 I get a shadow 
791804,0,"Ah crap! Can't bake cakes yet, got to hoover/dust the house "
791805,0,Dont want 2 go 2 work 
791806,0,I think twitter broke 
791807,0,@riseball  sorry - maybe its what you're not eating?
791808,0,thinking its going to be another hot day 
791809,0,is buddyaches  http://plurk.com/p/13vve9
791810,0,@XGraceStAcKX i have swine flu  cough cough hah aa.. x
791811,0,Wishing the second season of Ali G was available at Best Buy so I wouldn't have to order it online 
791812,0,My charger on my computer broke 
791813,0,love law and orderrrr wants the sound effect as her ringtone but cant find it 
791814,0,working heck of a way to start a day 
791815,0,@SmoovezWorld yep  lol
791816,0,Im gonna sue facebook and myspace! Lol If it wasnt SO addicting I would get more than 3-5 hours of sleep a night!   Haha
791817,0,"@roguekitty unfortunately, because of previous statistic, it's not worth buying AC, so too hot is TOO hot. "
791818,0,awwww  no more followers??
791819,0,"Well my morning began with an awesome cycling class workout and weights, followed by my little princess going potty in our garage... "
791820,0,Starting to be nervous. No normal tickets at the sea in August 
791821,0,@REWBOB I couldn't open it 
791822,0,@rbtznmrschico i totally hear u there. The worst i've had was a teeth cleaning gone bloody. I don't ever have prob. And i'm 27.  
791823,0,@claud_ineee Ooh! That sucks 
791824,0,"off to work  then out for drinks with girls, who's coming?"
791825,0,and i'm STILL tired after last night's sleep 
791826,0,at work...so tired wanna pass out. couldn't sleep last night only slept an hour. today looks like 12-14 hour shift  to much on my mind
791827,0,My mobile phone isn't working 
791828,0,dissapointed. not gettin a job after all 
791829,0,I have the killer headache from hell 
791830,0,Walked out of the house reminiscing about Hawaii last summer 
791831,0,Still doin uni work... got to take lil boy to the doctors for his pre-school injection 
791832,0,@L0Lcakes people are now saying the GOMtv notice was a fake  T_T.
791833,0,My throat feels sore and and a bit tight  not a nice thought I'm going to blame Gravesend Council for starting off my hayfever
791834,0,@kolorsbyIRF im allergic to their fur. asthma.  ooooh! transformers was awesome! abit slow on certain parts but overall thumbs up
791835,0,@willripley i wish i could be there  you don't even KNOW will. i wanted to go so bad. BUT i'm in the middle of rehearsals for a play.
791836,0,Had possibly the SCARIEST dream ever last night. 
791837,0,My pinkie hurts 
791838,0,@CoffeeGeek can they do EEGs or fMRIs on dogs... cause that should seriously be looked into  glad she's feeling better tho
791839,0,i just get up and i have pain at my throat  my friend will come in my house today and i'm sick  
791840,0,I miss YOU already 
791841,0,"@LilEssy of course I'm bored, I'm on a train "
791842,0,"love law and order, and i want the sound effect as my ringtone but i cant find it "
791843,0,Sick and at work 
791844,0,@LynnetteThomas I'm so worried for them 
791845,0,@BVirtuous if that's true then Magic have no chance next year 
791846,0,@michellea45 Sorry to hear that 
791847,0,"@AllisonShops  Aaaaw, I wanted to win the rug "
791848,0,I'm getting tired of this. 
791849,0,@junit0 how come? 
791850,0,"@LucyBowen yeah but it was my birthday too.  u do see me, but when you went in2 town after exams, i didnt know and had arranged 2go home.x"
791851,0,@MissMoGreen I am so upset yo this girl told me something is due today and its a major part of my grade. BUt I hope she's wrong 
791852,0,says I cant do my own laundry anymore.  http://plurk.com/p/13vvsw
791853,0,@Schofe Ohh gutted i missed it! sounded like a great show 
791854,0,how can I get trust back? 
791855,0,I hope I can get to the DIY event this Saturday @okcCoCo. Related: Can't come to the Jelly today. Got to hang out with the plumber 
791856,0,Good Morning 
791857,0,My toe hurts. 
791858,0,It gets harder everyday but i cant seem to shake the pain. Everybody knows nobody really knows how to ease the hurt. Turning me down. 
791859,0,"Silly, I like Chicago much more "
791860,0,wishing. 
791861,0,Totally bummed that the guy who originally said he wanted to buy my photo has flaked out after giving me the runaround for 4 days! Argh! 
791862,0,"So far im having a pretty good day, still have a headache though "
791863,0,"@katewhatley Nope, the earlier showing, I think it's at 3:30? So we'll miss you guys. "
791864,0,It's bring your dog to work day to tomorrow! Imma being my dog .. Wait I do have one 
791865,0,@JovanH yep tweeting while driving too! 
791866,0,@BBQuiz oooh i missed it! 
791867,0,says I have cramps.  http://plurk.com/p/13vw13
791868,0,Had a bad dream last night that my dog died.  Had to wake up &amp; hug him.
791869,0,"@christywright Citric acid...so limes, lemons, strawberries, etc. It's bad times. "
791870,0,@coswinbrown That sucks man 
791871,0,the weather right now is really crappy.. the thunders scare me 
791872,0,"Really wishing I was still on vacation. Too much to do today, most importantly I really have to cut the grass "
791873,0,I ate too much cake and crisps. Feel sick 
791874,0,"booo my work computer says @PerezHilton 's website is r rated and im not allowed to look at it, surely a little peek wouldnt hurt "
791875,0,I miss having a fringe that didn't eat my face. 
791876,0,Offered a lifeguard job for the next 8 weeks but I cant do it!!! I FUCKING HATE TESCO!!!!! 
791877,0,So apparently my tan is more or less a sunburn.. It Itches  lol Burnt my poor boobies real good too .. DANG!
791878,0,Study session with cousin it is NOT working  Cannot seem to focus! Super tired shopped today it was guuuuud.
791879,0,"finds herself in quite the funk today, and not the cute dance-y type either "
791880,0,Yay for accounting presentatons 
791881,0,Why can't i sleep in anymore?!  excited for florida? I think so. :p
791882,0,is waiting for the telly man to turn up 
791883,0,@Blogsdna Network unreachable error is resolved but robots.txt timeout shows on jun 22. Bots are still not interested 
791884,0,going to the Niagara aquarium and then leaving NY. I don't want to come home. I love it here 
791885,0,"I'm gona be moving out today I guess, I really dont want to, this sucks so bad "
791886,0,"@josemalonso like work and time, mail expands to fill the space available "
791887,0,Took the 6 15pm bus. . Looks like peak traffic hour. 
791888,0,I feel so sick right now oh no 
791889,0,is all cleaned out 
791890,0,@TheQnBee hahaha and I was runnin(forrest gump) loool cacti hurt 
791891,0,is at work kinda sleepy already and just got here 
791892,0,ouch! I have had a stiff neck for 3 days and it wont go away 
791893,0,@LTMLSC boo salmon 
791894,0,almost time to board the plane for ohio 
791895,0,@davidwalshblog Why did you have to write that on pay day? Was having enough trouble resisting the dark side already 
791896,0,jason sorry you couldnt see the movie last night  i got my tickes for tomorrow since last thu..... in IMAX
791897,0,Muscles aching today.  Office is hurting my back 
791898,0,"@simplecake Because my birthday's in July so I was only just 4 when I started school, and I couldn't spell my name  It' hard!!"
791899,0,LONG PROCRASTINATION since I was trying to install CS3 but failing.  OKAY I HAVE A FEW HOURS TO DO THIS. PRINTING IN THE MORNING.
791900,0,Sigh. I am have to have to transcode all of my mkv files and embed subtitles in order for it to be streamed over the Internet properly. 
791901,0,learn for school... its so boriing 
791902,0,is Texas lost College World Series 2009!! I was hoping texas would win that Baseball game....But No!! 
791903,0,No internet again 
791904,0,My bike's tire died today... a sad day for bikes everywhere... also I found that AMS tram has increased price in almost 80%! Nice 
791905,0,off to work. sooo cold! 
791906,0,@KaelynLanders 7 min's. till i can vote again  
791907,0,@IzaArtillero yes it does 
791908,0,wishes he had the day off to sleep. I should have gone to bed earlier than I did last night 
791909,0,lost my voice!! 
791910,0,I miss the way things used to be... 
791911,0,I feel awful today and want to just go back to bed.  Too bad my kids aren't old enough to babysit themselves 
791912,0,no more days off til wed... 
791913,0,Gf's window got bashed in last night.  just spent the last 30 min cleaning up broken glass.  Damn kids!
791914,0,@handgunsandemos keep an eye out for me. this new one costs $200 
791915,0,@beamatti i want one  duuuude everyone has like green overlays @-)
791916,0,@jillylivi JEALOUS! It's been months...  
791917,0,@JulesFletcher We do MGS here. We have COD but it kills my vertigo  As a kid Id give barbie a crewcut and play GI Joes
791918,0,@chmpton1 Dang guess I ain't yo U ofM fam  forget u too
791919,0,Eye appointment. Don't want to go.  
791920,0,just eaten pasta &amp; i still feel sick  i need some paracetamol but ill be sick when i swallow it. think im gonna lay off drink for a while!
791921,0,"says I seriously miss my bopsyxz and pekak buddy, alot :'-( I wish you two were there just now lah  http://plurk.com/p/13vwq0"
791922,0,Task Mgr &gt; Processes before update Digsby #5 for memory usage...after update...still #5.  Firefox is still in the #1 spot.
791923,0,"@jennfarr if bridgehead is an option, I'm there.  But it usually isn't.  I had a dreadful 2nd cup breakfast sandwich this morn. "
791924,0,£45.60 for a filling- that will teach me to chip my tooth! So now I'm left with a numb mouth and a hole in my pocket 
791925,0,@panicsweetkiss  i would if i could. And sorry.
791926,0,pain in my left ear 
791927,0,a walk to remember always makes me teary eyed.  i love that film.
791928,0,"@LawrenceGichigi Yup ur 'Nu-Skool' long term... Lewis, Ziggy &amp; YOU. All 3 of u are pretty reclusive right now. My homeboys forgot bout me "
791929,0,feels like complete p0o -  - going too the doctors soon.... can't take it anymore...
791930,0,"@peaceshot  I have to wait till next week, knowing mum she'll draw it out till late week &gt;__&gt;"
791931,0,Is bored in the house and its started raining 
791932,0,Oh god. im sorry for those of you. some of the tour were cancelled 
791933,0,Good morning! Hitting up the gym to help start my day! Then doctors 
791934,0,At work.. I have a headache 
791935,0,Has just about had it with this damn headache! 
791936,0,Wants to see Transformers.Party This weekend? Work today 
791937,0,"Arriving home from work at 11:15pm, only to wake up again at 6:15pm to head straight back in to work.  "
791938,0,I hate it when ppl call me Mame... its make me feel old 
791939,0,http://twitpic.com/8dawb - My poor baby has hives 
791940,0,"@bbrathwaite hahaha! good thinking! I got the exercise but portion sizes get me in trouble. I workout, get hungrier, eat more. "
791941,0,I don´t know what to doing  I am confused 
791942,0,"Nothing's good about this morning, quiz 2 day and I'm 2 sleepy.  just wanna go back 2 zzzzzzz"
791943,0,Only gets four hours of sleep? 
791944,0,"Despite having eleven thousand songs, I have no idea what I want to listen to right now "
791945,0,"I'm so sneezy today.   I haven't been sneezy in a week or more, so I thought I was past the sneeziness.  Wroooong. "
791946,0,"@faerywitch OW!!!    I bet he feels terrible (he'd better, anyway)"
791947,0,"Due to the fact that I am a weakling, my upper body is soooo sore "
791948,0,@xochiana i'm krysh225 haha.. it doesn't say yr on 
791949,0,Where has the sun gone? 
791950,0,@whoisariston I know how you feel. It's such a lot of money for something you can roll yourself a lot cheaper 
791951,0,hates it when server is down  http://plurk.com/p/13vx69
791952,0,@meaningoftruth  was ist los?
791953,0,Its another great day! I hope Lexie feels better soon 
791954,0,freakin sick   i still want my nike jacket
791955,0,catching up with alicia: D:   i miss you 
791956,0,"@zahra16  same, i guess im hoping i go to a concert soon too....did u c the JB rolling stone cover???"
791957,0,About to be sleepin  and my headphones are falling all over the place gaaah. wonder what's in store for me tomorrow?
791958,0,want to be a single girl  why must my boy be so jealous and a controlfreak??!!
791959,0,"Bummer, my camera won't be here until Monday "
791960,0,@meygantot: Cold sore still bothering you? 
791961,0,@francbautista me too! 
791962,0,This week has been a killer. I'm still being rushed. Damn! Not even Friday yet 
791963,0,thought maybe we could catch a rodeo this weekend while on tour ... i was wrong 
791964,0,worrrrrrrrrrk at jtp til 5  then with the loves!
791965,0,"time to go to bed, have work tomorrow.  damn early start!"
791966,0,Jack lost in poker!!!   Watching Wimbledon now. The grunting has hit an all time high.
791967,0,work!  ugh!!!!
791968,0,I'm tired people and I have summer school 
791969,0,Sigh. I am going to have to transcode all of my mkv files and embed subtitles in order for it to be streamed over the Internet properly. 
791970,0,"@SleepTightTiger don't torture me! I'd honestly love nothing more than that! esp right now that I've got no job, no flight money though "
791971,0,good morning. english exam then 1 more tmr! It's starting to hit me that it'll be my last day of high school tmr. gonna miss everyone 
791972,0,I just have to point out it's been like 12 hours since I hurt my foot and it STILL pains 
791973,0,Blarg why can't I seem to get enough sleep this week. I'm going to bed on time  oh well two more sleeps until sleep in bliss.
791974,0,"Arrived home from work at 11:15pm, only to wake up again at 6:15am to head straight back in to work. "
791975,0,Just made the mistake of trying to use up some of the &quot;other&quot; coffee in the cupboard...one I will NOT be repeating 
791976,0,"KES &quot;Ambassador&quot;, just to check out the gyaldem for next year, sorry to say it dint look promising "
791977,0,Omg...my right ankle is HUGE! Shit...I really think I twisted it @ practice today 
791978,0,Lovely sunny afternoon - I can see it really well from my computer! 
791979,0,@lindaldavep some of your tweets are coming out jibberish... 
791980,0,cannot get the scanner to work 
791981,0,@rjamestaylor Thanks! I now have the problem that I needed to upgrade to a recent version of PHP and it's breaking in other ways 
791982,0,@PerceptionAndCo lol...I'll be bored by monday..complaining about how I'm ready to go back to work 
791983,0,"just got up for work sooooo tired  , nothing new lol ..."
791984,0,@AmyStark Wish I could - yoga at St. Luke's at 5:30. 
791985,0,"Just had a 20 minutes power nap, uhhh work time "
791986,0,"@rattis cutting an avocado, tried to stab pit 2 remove, knife went straight through  &amp; sliced finger.  "
791987,0,@CMarie007 i hope your ok and feeling alot better babe 
791988,0,WHY IS NORMAL PROFIT A NECESSARY COST OF PRODUCTION. 
791989,0,@villykassiou  nt yet! it was jst a moment after leaving uni xD &amp;had 2come bck home again.I look like a prawn more than like chocolate xD
791990,0,Don't you hate waking up and suddenly realizing you had a bad dream during the night? 
791991,0,"Taking the day off from the interwebs... no Tweets, no emails, and no boards for me "
791992,0,@JereTeo siiiiigh. I have a picture of the dress.  that's all that's left. Siiighsighsighhhh.
791993,0,@iluvjbonly I won't be able to come online at all! Pls post the Rolling Stones pics on flickr and link 'em and update k? 
791994,0,back at work today... how exciting! 
791995,0,Still feeling the Longhorn lost pain. 
791996,0,Man... I can't stand certain people sometimes.. Ugh!  this day needs to hurryyyy!
791997,0,@laken84  don't do that!
791998,0,glad that its finally nice weather out...work on this beauitful day  then cookout tonight!!!! cant wait!
791999,0,"@supudo Thanks! Yes, I need to update my blog but have been sick for a few days. "
792000,0,@bydesign76 poor amy  it's not running. at all. ...and it's super expensive to fix. Suck.
792001,0,Iphone still in process 
792002,0,my nose hurts more than a nose should. boo to hayfever 
792003,0,@riseagainst I was really hoping to see you guys tonigh  sucks i have to work.... anyways rock on tonight!!
792004,0,"Hey, hello and good morning! I'm back in the states and back in the office, which makes me so sad "
792005,0,"@amandapalmer is playing tonight in LA and i won't be able to go   sad, sad, sad..."
792006,0,eek must loose baby weight!!!!!! NO clothes to wear at all 
792007,0,@mcawilliams wow... mine's only worth $493 
792008,0,Is it possible 2 be bored on ur 1st day of ur holidays!!! ?? 
792009,0,"when iam in boredom, my fellas called me and.. they are in gathering and doing singing together, i cant join them now "
792010,0,I don't want saturday to come 
792011,0,@iambigbusiness  I ended up in bed at 3am lol  Maybe i shoulda stayed!
792012,0,Good Thursday Morning! I'm still sleepy but can't sleep anymore.  
792013,0,is controlling the stress of moving house....I don't want to unpack now I've packed 
792014,0,Im so weak. Prolly the cause of losing alot of blood last night.  - http://tweet.sg
792015,0,@EATerrell 
792016,0,@schweethart damn I won't be able to go 
792017,0,@littlefroggypie Not realleh. :-j But they never mentioned anything about classes being suspended. ;) How's school lonely? 
792018,0,My dentist hurts me   I knew it. Why did I went to her?
792019,0,is going to work midnight shift despite having food poisoning  - http://tweet.sg
792020,0,is working and fretting that her hubby is going back to the homelands for 2 weeks - who will look after me? 
792021,0,"Got to give my blackberry back next week, meaning no mobile tweets  Need a wap enabled phone with sim on pay as you go &amp; cheap mb's"
792022,0,Going back to NJ today.  
792023,0,i wanna cry again.. my hampster died in my hands last nite. ILY Brooke  R.I.P. cryin pain away
792024,0,arghh i really don't feel like working. 
792025,0,@shaunvause Poor donkey  ;-)
792026,0,i only had 6 hours of sleep 
792027,0,whatt 38.6 celcius degrees? hhh 
792028,0,@EdLeanza wish I were there 
792029,0,still waiting on shipping confirmation from AT&amp;T Premier for my iPhone 3GS 
792030,0,Can't wait until Sunday's USA vs BRA rematch.  Sad that I'll be at a baptism ceremony during the second half of the game. 
792031,0,Can't sleep in cars 
792032,0,nooooo skool ended n i wont c all my friends  I miss dem soooo much. on da brite side my sis is here from florida n I got a hair cut!!!
792033,0,Going into school soon to empty my locker and hand in my form for new york =/  i want to do something fun! 
792034,0,Has a longgggg day instore. Not alot of twittering 
792035,0,I'm getting tired of this.  Make me happy...
792036,0,@clouddancefest I can't see it 
792037,0,Without you in my Tuenti... 
792038,0,Found out that my ex boss passed away last night &amp; now radio 1 are playing Coldplay Fix you! I may cry!! 
792039,0,"@green_eyed_guy who does!  I thought becoming an ACMT sous help, but nothing so far "
792040,0,@kimshahan isn't following me? And I thought we were friends 
792041,0,@la_france I don't want too. If she cuts too much I will cry  I'm donating it towards the end of the year though so that's 10 inches off!
792042,0,Aaawww my baby sis graduates to middle school 2day...they grow so fast!!! 
792043,0,"pondering, &quot;why am i up this early&quot; /  is it because when i sleep, i dream, i hate dreaming    .."
792044,0,@Kraff yo. I've been saying this. I can TOTALLY do their urban marketing ... their marketing period ... sigh 
792045,0,I had a wonderful dream *__*  But I dont dreamed finish...I want to know the end of my dream.. 
792046,0,"@gloriantes mum might let me use AIM express to talk tomorrow,but other than that I can't once dad's back the day after. I'm Sorry, love. "
792047,0,back from the Virgin Islands 
792048,0,Still need some touch-up on the Austrian Fritzl case. Will only be able to post it on Sunday. 
792049,0,rainnnyy dayyy  with @carlyrenee what eles is newww trying to pass our permitss hahahah
792050,0,dang! its 6:40...I over slept!... y didn't yall wake me up  ... I got 20 mins 2 get dress'd &amp; b  @ skoo... ugh!
792051,0,"im bored, off school gettting hair done wheyhey guuyss..  now i need to go get ready for spray tan.. scaryy stuffff   ♥xx"
792052,0,"@AboutThisLater HOPING IT WAS EVERYTHING YOU EVER DREAMED OF, AND MORE! Sorry I couldn't make it. "
792053,0,@officialmgnfox I'm so sorry to hear about your loss. May he indeed rest in peace. 
792054,0,It's not organized here. I feel aimless and I hate feeling like this. Not to mention that work was fun because of the ppl I worked with. 
792055,0,Had so much fun last night with @squidallen and is not ready for her to leave tomorrow 
792056,0,"apparently my updates from yesterday wont show on my profile page, which really bothers me "
792057,0,Was suppose to sleep in but too many things on my mind to do 
792058,0,So very tired 
792059,0,@joemarsip actually  it's my new tweet joe (what should i call you ? dad ? grandpa ?) my old one is proabably suspended 
792060,0,"@carlsalazar HELL NO. ME NO WANT THAT TO HAPPEN.  Ohcomeon, it's only one Friday? Can't they be any kinder to us? ;) Well now.."
792061,0,@MissBella01 awwww yipppy lol.. im super scared to go thru this birth thing 
792062,0,@avinash_varma for us it has become part of everyday life  .... avi..today...dont forget to bring your bag ;)
792063,0, re-bandaged &amp; back to the regular vet tomorrow to fix their mistake. inner tie has come loose to create internal bleeding that is leaking
792064,0,@decorus aww  that sucks
792065,0,I'll be back at work really soon  that will be a hard day.
792066,0,"@P0150N0U5F15H unless the Iranians have a REAL revolution, the Ayatollah is in charge no matter who is president "
792067,0,@officialmgnfox  sorry about ur pretty kitty
792068,0,@loopyginee too true 
792069,0,Gotto sleep early .. tomorrow got 9am conf call  Soooooo early!
792070,0,Overslept. Not a good way to start the day 
792071,0,Yawning hurts...Ouch 
792072,0,@ilaam I'm going through Heroes withdrawal as well   Miss it a lot.
792073,0,"can't add my #Facebook account within #Tweetdeck, the button doesn't work and nothing pops up when adding the Facebook column "
792074,0,@juicycoiffure i need to get my hair done asap- wish you lived nearby  http://myloc.me/5AvM
792075,0,@Needo93 yeah mate 
792076,0,@Heggerz wish mine would 
792077,0,"@faustxklo Ooops, I actually meant back to my apartment home "
792078,0,Got through to kdwb for jonas meet and greets...had to guess a number....didn't guess right 
792079,0,"setting up a shiney new 24&quot; iMac, unfortunately not for me to use...only administer "
792080,0,I do not like working 24 hours in a 32 hour window. Feeling sleepy! Gotta love the Army  Good luck today @followtheblonde...
792081,0,@Mr_Marty Wont let me...moved my plate to another car thats why :O C u in 4 hrs while I que! 
792082,0,"@maibey omg, that sounds SO fun, but my thesis is due that same week.  but, wow, what an idea!"
792083,0,@j_real There isn't pay parking near our house. The condo's around us have waiting lists for spots 
792084,0,Home with a belly ache 
792085,0,"@iliveinfosh aaaw oli sykes used to be a pop punk kid :| lets mawsh to nfg!iaf, i doubt he got it from nfg "
792086,0,Wouldn't you know it! I bring up my camera at the last minute for some night photography and the battery is too low for it to work 
792087,0,I don't feel good 
792088,0,@freakgoddess you just made me hungry ..... 
792089,0,"@redpandajewelry No, Tweetie, coffee quit me.    I wanted to get married and run away together."
792090,0,"@happylovesChuck No, I'm on a time crunch so I don't have time for my twenty minute shower. "
792091,0,Still on major missing Barcelona depression trip 
792092,0,annn still my &lt;3 aches 
792093,0,"@wolwol viigo is ugly, it tries to do too much things  I just need something simple that does it right. Like feedly.com"
792094,0,@cinsta *hugs* I know exactly how you feel. 
792095,0,Again staying back  . After moving to new group I am almost in office for more than 10 hours ... Missing Library a lot ...
792096,0,@Feefers But you should be! 
792097,0,"My nails, toes, eyebrows, and hair look a hot mess this week! "
792098,0,@nishitak every1 now has a cough n they blame me 4 tht 
792099,0,Still at cursus..  - http://mobypicture.com/?ubsjgw
792100,0,feeling very stupid that I didn't check a DM was sent 
792101,0,"Lovely lunch with brother, smoked too much  !"
792102,0,@VOMalleyPhoto im in Paris doing some dj skits and working for a photog agency; but downside is wisdom teeth growing in 
792103,0,@loveisnothing http://bit.ly/9waMc  Awful sound though  I'm still looking for another one.
792104,0,@estripe4 @c0pperboom @carriegirl @drofpain I miss you ladies a lot 
792105,0,@Adeesya how much does it cost? uugh i hate expensive things 
792106,0,POOR TREES. :| I'm running out of paper &amp; ink. 
792107,0,i miss maine 
792108,0,I think I may make my twitter account private for awhile. I am getting deluged by spammers thanks to yesterdays freaking retweet 
792109,0,trying to figure out iow to get twitter and email/updates on my phone 
792110,0,@_happygolucky_ I'm finally up and about my fever is under 100 so I decided to work today  thanks for asking and thanks for the fb comment
792111,0,@slow3 i have a yoga event tonight  Also I can't figure out how direct messages work...
792112,0,@soshified Will it be released tomorrow then?  *excited*
792113,0,these questions are way to hard  how am i meant to know how Shakespeare's audiences interprate the issues and themes of Macbeth different
792114,0,@officialmgnfox so sorry to hear about your cat  it must be horrible. Hope your ok x
792115,0,"I've been waiting my whole life for tomorrow night. It's a shame, 'cause it's pretty much impossible for it to live up to my expectations "
792116,0,Awww Farrah Fawcett has just been given her 'last rights'  (via @KISSmyBLAKarts) Are u serious? Damn
792117,0,"tomorrow  gonna miss my bestie. whether we fight a ton or not, she's got my back. the girl will throw down for me."
792118,0,there is nothing more attractive then your face getting sunburned and then peeling 
792119,0,man.. this boarding process is taking aaaagggesss! i really need to use the plane's bathroom! 
792120,0,Osn had the bomb sleep wish didn't have to end  lol
792121,0,"@alderina yeah, their mobile RSS reader sucks for BB "
792122,0,took my brother to &quot;bot chien&quot;... I should not drink &quot;sinh to bo rau ma&quot;. I don't think my tummy likes it 
792123,0,@makeitepic just one! And he's old 
792124,0,says aynako precalc...  http://plurk.com/p/13vz61
792125,0,"Rushing to work, I'm never late but I'm sick!!! "
792126,0,thank gosh my replacement phone finally cameee. too bad i have no idea how to set it up 
792127,0,playing with my little one. Almost a year old  Went too fast
792128,0,Is on his way to get his wisdom teeth pulled 
792129,0,Still has aching muscles 
792130,0,wishes that she could take the day off.  i'm just not feeling 100% 
